"tropeid","tropename"
"tr06157","Crashing Through the Harem"
"tr06158","Hand Wave"
"tr06159","Hollywood Mirage"
"tr06160","Literal Genie"
"tr06161","OscarBaitParody"
"tr06162","Poison Ring"
"tr06163","Rewritten Pop Version"
"tr06164","Think of the Censors"
"tr06165","ActOfSabotage"
"tr06166","Crime Concealing Hobby"
"tr06167","Ghost Town"
"tr06168","HeelFace Door-Slam"
"tr06169","High-Dive Escape"
"tr06170","In the Style of..."
"tr06171","Poor Man's Substitute"
"tr06172","Rancher"
"tr06173","Repressive, but Efficient"
"tr06174","RoadMovie"
"tr06175","Spies in a Van"
"tr06176","The Bad Guys Are Cops"
"tr06177","They Look Just Like Everyone Else!"
"tr06178","Adaptational Dumbass"
"tr06179","Angry Guard Dog"
"tr06180","Banging for Help"
"tr06181","Beneath Suspicion"
"tr06182","Bitter Almonds"
"tr06183","Black Spot"
"tr06184","Bodybag Trick"
"tr06185","Book Safe"
"tr06186","Boring Insult"
"tr06187","Breakout Villain"
"tr06188","Captured on Purpose"
"tr06189","Car Fu"
"tr06190","ClueEvidenceAndASmokingGun"
"tr06191","Complaining About Rescues They Don't Like"
"tr06192","Complexity Addiction"
"tr06193","Conviction by Counterfactual Clue"
"tr06194","DramaticSpineInjury"
"tr06195","Dying Clue"
"tr06196","Everybody Did It"
"tr06197","EvillyAffable"
"tr06198","Extremely Short Timespan"
"tr06199","Fan Nickname"
"tr06200","Gardening-Variety Weapon"
"tr06201","GirlOfTheWeek"
"tr06202","Human Chess"
"tr06203","I Don't Like the Sound of That Place"
"tr06204","Interrogated for Nothing"
"tr06205","Invincible Hero"
"tr06206","Just One Little Mistake"
"tr06207","Just Train Wrong"
"tr06208","Kansas City Shuffle"
"tr06209","LNERs"
"tr06210","Mind Your Step"
"tr06211","Mysterious Note"
"tr06212","NotYourFaultReassurance"
"tr06213","Numbers Stations"
"tr06214","Oddball in the Series"
"tr06215","Person with the Clothing"
"tr06216","Quicksand Sucks"
"tr06217","Ransacked Room"
"tr06218","Right Under Their Noses"
"tr06219","Sequel Goes Foreign"
"tr06220","SmokescreenCrime"
"tr06221","SweepingTheTable"
"tr06222","Trail of Blood"
"tr06223","Trailers Always Spoil"
"tr06224","Trolling"
"tr06225","Unwilling Suspension"
"tr06226","Wartime Cartoon"
"tr06227","We Would Have Told You, But..."
"tr06228","Why Did You Make Me Hit You?"
"tr06229","Death by Materialism"
"tr06230","Fake Action Prologue"
"tr06231","Fictional Document"
"tr06232","HolyPipeOrgan"
"tr06233","Identity Amnesia"
"tr06234","Slumming It"
"tr06235","The Quest"
"tr06236","Traintop Battle"
"tr06237","Unwanted Spouse"
"tr06238","ChasteSeparatingSword"
"tr06239","Evil Former Friend"
"tr06240","Fake-Out Make-Out"
"tr06241","Mercy Lead"
"tr06242","StuffyBrit"
"tr06243","Back from the Dead"
"tr06244","Flashback with the Other Darrin"
"tr06245","Happy Ending Override"
"tr06246","High-Voltage Death"
"tr06247","Lightning Reveal"
"tr06248","Not Too Dead to Save the Day"
"tr06249","RussianFashion"
"tr06250","Stuff Blowing Up"
"tr06251","Surpassed the Teacher"
"tr06252","Voices Are Mental"
"tr06253","We Can Rule Together"
"tr06254","MommyIssues"
"tr06255","Nothing Is the Same Anymore"
"tr06256","PeriodDrama"
"tr06257","DevilishHairHorns"
"tr06258","Hormone-Addled Teenager"
"tr06259","Kiddie Kid"
"tr06260","Military School"
"tr06261","Telegraph Gag STOP"
"tr06262","Armor-Piercing Response"
"tr06263","Farce"
"tr06264","Fun Personified"
"tr06265","Harpo Does Something Funny"
"tr06266","Head Desk"
"tr06267","MaddenedIntoMisanthropy"
"tr06268","Noodle Implements"
"tr06269","Out-of-Character Moment"
"tr06270","Stunt Casting"
"tr06271","YouCalledMeXItMustBeSerious"
"tr06272","Accent Depundent"
"tr06273","Always Identical Twins"
"tr06274","Curtain Clothing"
"tr06275","Embarrassing Last Name"
"tr06276","I Can't Hear You"
"tr06277","Wealthy Yacht Owner"
"tr06278","Broken Glass Penalty"
"tr06279","EliteAthletesAgingAngst"
"tr06280","Insult of Endearment"
"tr06281","Typecast"
"tr06282","Principles Zealot"
"tr06283","Assassins Are Always Betrayed"
"tr06284","Contract on the Hitman"
"tr06285","Cop Killer"
"tr06286","Dressed Like a Dominatrix"
"tr06287","Loners Are Freaks"
"tr06288","MakeItLookLikeASuicide"
"tr06289","Nominal Hero"
"tr06290","Off Bridge, onto Vehicle"
"tr06291","Scaramanga Special"
"tr06292","Sexy Whatever Outfit"
"tr06293","Unscrupulous Hero"
"tr06294","Analogy Backfire"
"tr06295","Angrish"
"tr06296","Bang! Flag Gun"
"tr06297","Clown Car"
"tr06298","Curtain Call"
"tr06299","Deceased Fall-Guy Gambit"
"tr06300","Earn Your Title"
"tr06301","Hide Your Lesbians"
"tr06302","Hitler Ate Sugar"
"tr06303","Image Song"
"tr06304","In the Original Klingon"
"tr06305","Lighter and Softer"
"tr06306","Mistaken for an Imposter"
"tr06307","MistakenForFakeHair"
"tr06308","MusicVideo"
"tr06309","N-Word Privileges"
"tr06310","Not Your Problem"
"tr06311","OnceDoneNeverForgotten"
"tr06312","OverlyPrepreparedGag"
"tr06313","PaintingTheMedium"
"tr06314","Say Your Prayers"
"tr06315","Set Behind the Scenes"
"tr06316","Shout-Out"
"tr06317","Strange Minds Think Alike"
"tr06318","TieInMusicVideo"
"tr06319","Workplace-Acquired Abilities"
"tr06320","Deconstructed"
"tr06321","Focus Group Ending"
"tr06322","Opposites Attract"
"tr06323","The Maiden Name Debate"
"tr06324","WorkplaceRomance"
"tr06325","Artistic License  History"
"tr06326","Invisible President"
"tr06327","Off the Record"
"tr06328","Present Day"
"tr06329","RoleReprise"
"tr06330","Ass in a Lion Skin"
"tr06331","Captain Smooth and Sergeant Rough"
"tr06332","Catch and Return"
"tr06333","Choke Holds"
"tr06334","Dig Your Own Grave"
"tr06335","Grenade Hot Potato"
"tr06336","Grenade Spam"
"tr06337","HeadgearHeadstone"
"tr06338","Heroic Suicide"
"tr06339","Hold the Line"
"tr06340","I Can Still Fight!"
"tr06341","One-Hit Polykill"
"tr06342","Pretty Little Headshots"
"tr06343","Ragtag Bunch of Misfits"
"tr06344","Sean Connery Is About to Shoot You"
"tr06345","See the Whites of Their Eyes"
"tr06346","Sergeant Rock"
"tr06347","Straight for the Commander"
"tr06348","Taps"
"tr06349","Team Chef"
"tr06350","The Medic"
"tr06351","Wartime Wedding"
"tr06352","Weapon Tombstone"
"tr06353","Wrecked Weapon"
"tr06354","You Are in Command Now"
"tr06355","Adopt the Dog"
"tr06356","Billed Above the Title"
"tr06357","BlackHumor"
"tr06358","Brooklyn Rage"
"tr06359","Building of Adventure"
"tr06360","Bystander Syndrome"
"tr06361","Call-and-Response Song"
"tr06362","Chandler American Time"
"tr06363","CharactersMostHatedSong"
"tr06364","Cheese-Eating Surrender Monkeys"
"tr06365","City of Spies"
"tr06366","Cynicism Catalyst"
"tr06367","Default to Good"
"tr06368","Depth of Field"
"tr06369","Despair Speech"
"tr06370","DocumentMacGuffin"
"tr06371","Establishing Series Moment"
"tr06372","Exotic Backdrop Setting"
"tr06373","Externally Validated Prophecy"
"tr06374","Fat, Sweaty Southerner in a White Suit"
"tr06375","Four-Philosophy Ensemble"
"tr06376","Genre Mashup"
"tr06377","Greater Need Than Mine"
"tr06378","HealthyCountryAir"
"tr06379","Iconic Song Request"
"tr06380","Irrevocable Order"
"tr06381","Lost Love Montage"
"tr06382","My Death Is Just the Beginning"
"tr06383","My Hovercraft Is Full of Eels"
"tr06384","Non-Action Big Bad"
"tr06385","Percussive Pickpocket"
"tr06386","Persona Non Grata"
"tr06387","Plot"
"tr06388","Protest Song"
"tr06389","Run for the Border"
"tr06390","Screw the War, We're Partying!"
"tr06391","Special Effect Failure"
"tr06392","Stepford Snarker"
"tr06393","The Alliance"
"tr06394","The Coroner Doth Protest Too Much"
"tr06395","The Don"
"tr06396","The Exile"
"tr06397","This Is Gonna Suck"
"tr06398","Tricked Into Escaping"
"tr06399","Underling with an F in PR"
"tr06400","Unlimited Wardrobe"
"tr06401","Vanity Plate"
"tr06402","VileVulture"
"tr06403","War Refugees"
"tr06404","We Work Well Together"
"tr06405","Weapons Understudies"
"tr06406","What's an X Like You Doing in a Y Like This?"
"tr06407","Wild Card"
"tr06408","WomanlinessAsPathos"
"tr06409","You Cannot Kill an Idea"
"tr06410","Animal-Eared Headband"
"tr06411","Animorphism"
"tr06412","Cat Folk"
"tr06413","IntrovertedCatPerson"
"tr06414","Our Werebeasts Are Different"
"tr06415","SproutingEars"
"tr06416","Super-Deformed"
"tr06417","Dead Foot Leadfoot"
"tr06418","Gasoline Lasts Forever"
"tr06419","Hallucinations"
"tr06420","Hidden Supplies"
"tr06421","No Peripheral Vision"
"tr06422","Bad Omen Anecdote"
"tr06423","Badass Decay"
"tr06424","Beastly Bloodsports"
"tr06425","Bolivian Army Ending"
"tr06426","Changed My Mind, Kid"
"tr06427","Checkpoint Charlie"
"tr06428","Demolitions Expert"
"tr06429","Did the Earth Move for You, Too?"
"tr06430","ELieutenant"
"tr06431","Eagle Squadron"
"tr06432","Filk Song"
"tr06433","GoOnWithoutMe"
"tr06434","GreyAndGreyMorality"
"tr06435","Hero of Another Story"
"tr06436","Hit-and-Run Tactics"
"tr06437","Holding Hands"
"tr06438","Interplay of Sex and Violence"
"tr06439","Mistaken Nationality"
"tr06440","PoliticalOfficer"
"tr06441","RealMenDontCry"
"tr06442","Rebel Prince"
"tr06443","Shoot the Messenger"
"tr06444","Snow Means Death"
"tr06445","Suicide Mission"
"tr06446","Take Care of the Kids"
"tr06447","Traumatic Haircut"
"tr06448","Violation of Common Sense"
"tr06449","Voice of the Resistance"
"tr06450","We ARE Struggling Together"
"tr06451","Attack of the Town Festival"
"tr06452","Big Dam Plot"
"tr06453","Canon Welding"
"tr06454","CoolVsAwesome"
"tr06455","Crossover"
"tr06456","Evasive Fight-Thread Episode"
"tr06457","Human Popsicle"
"tr06458","I Am Not Shazam"
"tr06459","Impromptu Tracheotomy"
"tr06460","Mark of the Beast"
"tr06461","Now Do It Again Backwards"
"tr06462","Our Werewolves Are Different"
"tr06463","Reverse Polarity"
"tr06464","Robbing the Dead"
"tr06465","Shared Universe"
"tr06466","Transformation Sequence"
"tr06467","Wolf Man"
"tr06468","Wrench Whack"
"tr06469","Celestial Bureaucracy"
"tr06470","CradleToGraveCharacter"
"tr06471","Hellevator"
"tr06472","Ladykiller in Love"
"tr06473","Multigenerational Household"
"tr06474","Satan"
"tr06475","Self-Inflicted Hell"
"tr06476","SneezeInterruption"
"tr06477","World of Snark"
"tr06478","America Won World War II"
"tr06479","Gatling Good"
"tr06480","Interservice Rivalry"
"tr06481","Developing Doomed Characters"
"tr06482","Do Not Call Me Paul"
"tr06483","GratuitousPrincess"
"tr06484","HugeGirlTinyGuy"
"tr06485","JadeColouredGlasses"
"tr06486","There Is No Kill Like Overkill"
"tr06487","A Boy and His X"
"tr06488","Cross-Cast Role"
"tr06489","Escape Artist"
"tr06490","Traveling Salesman"
"tr06491","Tropey, Come Home"
"tr06492","Absent-Minded Professor"
"tr06493","Distant Finale"
"tr06494","Forgets to Eat"
"tr06495","Look Both Ways"
"tr06496","Starving Student"
"tr06497","Viewers Are Geniuses"
"tr06498","A Rare Sentence"
"tr06499","Agree to Disagree"
"tr06500","Old Shame"
"tr06501","Real Person Cameo"
"tr06502","Achilles' Heel"
"tr06503","Anti-Climax Boss"
"tr06504","Brought Down to Badass"
"tr06505","Chivalrous Pervert"
"tr06506","Screw Destiny"
"tr06507","Sword & Sandal"
"tr06508","AbominableAuditorium"
"tr06509","Absurdly Spacious Sewer"
"tr06510","DeathlyUnmasking"
"tr06511","Dump Them All"
"tr06512","First Installment Wins"
"tr06513","Freak Out!"
"tr06514","Lost in Imitation"
"tr06515","ScarsAreUgly"
"tr06516","Standard Female Grab Area"
"tr06517","Tampering with Food and Drink"
"tr06518","History Marches On"
"tr06519","Marry for Love"
"tr06520","UndressingTheUnconscious"
"tr06521","Cooperation Gambit"
"tr06522","Desert Warfare"
"tr06523","ICallItVera"
"tr06524","Line in the Sand"
"tr06525","Little Hero, Big War"
"tr06526","Machine Worship"
"tr06527","Make an Example of Them"
"tr06528","Multinational Team"
"tr06529","Nazi Nobleman"
"tr06530","NearVillainVictory"
"tr06531","We Have Reserves"
"tr06532","Creator's Favorite Episode"
"tr06533","Creepy Monotone"
"tr06534","Dating Catwoman"
"tr06535","Erotic Asphyxiation"
"tr06536","ExtremelyProtectiveChild"
"tr06537","Little Professor Dialog"
"tr06538","Revealing Cover-Up"
"tr06539","Villain Opening Scene"
"tr06540","WorldWearyWaitress"
"tr06541","WronglyAccused"
"tr06542","Alucard"
"tr06543","Inheritance Murder"
"tr06544","MagicalRomani"
"tr06545","MarryingTheMark"
"tr06546","Negative Continuity"
"tr06547","Staking the Loved One"
"tr06548","Super Smoke"
"tr06549","Swamps Are Evil"
"tr06550","Til Murder Do Us Part"
"tr06551","Voluntary Shapeshifting"
"tr06552","Break-Up Song"
"tr06553","Let's Duet"
"tr06554","Love Theme"
"tr06555","Conveniently Unverifiable Cover Story"
"tr06556","False Friend"
"tr06557","Government in Exile"
"tr06558","Impersonation Gambit"
"tr06559","Mirror Monologue"
"tr06560","Screw the Rules, I'm Beautiful!"
"tr06561","Spy Speak"
"tr06562","Spy Fiction"
"tr06563","Thriller"
"tr06564","We Do Not Know Each Other"
"tr06565","One True Love"
"tr06566","Wise Beyond Their Years"
"tr06567","Death Notification"
"tr06568","Posthumous Narration"
"tr06569","Baldness Angst"
"tr06570","Cosmetic Horror"
"tr06571","Guys Are Slobs"
"tr06572","Morning Routine"
"tr06573","Returning the Wedding Ring"
"tr06574","Secret Diary"
"tr06575","Singing in the Shower"
"tr06576","Slippery Skid"
"tr06577","Tagalong Reporter"
"tr06578","Talking in Bed"
"tr06579","Talking in Your Sleep"
"tr06580","They Wasted a Perfectly Good Sandwich"
"tr06581","A Real Man Is a Killer"
"tr06582","Acquitted Too Late"
"tr06583","Epilogue Letter"
"tr06584","Posse"
"tr06585","Turn in Your Badge"
"tr06586","Vigilante Execution"
"tr06587","VigilanteInjustice"
"tr06588","Vigilante Man"
"tr06589","Big Sleep"
"tr06590","Driven by Envy"
"tr06591","Dying Candle"
"tr06592","Egocentrically Religious"
"tr06593","Flat-Earth Atheist"
"tr06594","Hollywood Nuns"
"tr06595","Invisible to Adults"
"tr06596","Large and in Charge"
"tr06597","Nuns Are Spooky"
"tr06598","Prayer Is a Last Resort"
"tr06599","Quit Your Whining"
"tr06600","SilentConversation"
"tr06601","Understanding Boyfriend"
"tr06602","Waif Prophet"
"tr06603","California Doubling"
"tr06604","Everything Is Big in Texas"
"tr06605","Fake Defector"
"tr06606","Military Academy"
"tr06607","Propaganda Piece"
"tr06608","The Mountains of Illinois"
"tr06609","Zero-Approval Gambit"
"tr06610","Audio Adaptation"
"tr06611","Bench Breaker"
"tr06612","Better Than a Bare Bulb"
"tr06613","Blue and Orange Morality"
"tr06614","Bluffing the Murderer"
"tr06615","Body-Count Competition"
"tr06616","Character Name Alias"
"tr06617","Cloudcuckooland"
"tr06618","Coincidental Accidental Disguise"
"tr06619","Creepy Souvenir"
"tr06620","Darkness = Death"
"tr06621","DeadBodyRoommate"
"tr06622","Dead Man's Chest"
"tr06623","Death by Mocking"
"tr06624","EnabledDelusion"
"tr06625","Eviler Than Thou"
"tr06626","Faux Horrific"
"tr06627","Framing the Guilty Party"
"tr06628","Genre Blindness"
"tr06629","George Washington Slept Here"
"tr06630","Halloween Episode"
"tr06631","Insane Equals Violent"
"tr06632","Interrupted Intimacy"
"tr06633","It Began with a Twist of Fate"
"tr06634","It Runs in the Family"
"tr06635","MischievousBodyLanguage"
"tr06636","Mistaken Confession"
"tr06637","Mistreatment-Induced Betrayal"
"tr06638","Rule of Three"
"tr06639","Suckiness Is Painful"
"tr06640","Textual Celebrity Resemblance"
"tr06641","That Poor Cat"
"tr06642","VillainousLineage"
"tr06643","Who Would Want to Watch Us?"
"tr06644","WrongAssumption"
"tr06645","Apocalyptic Log"
"tr06646","Battleaxe Nurse"
"tr06647","Black Widow"
"tr06648","DIYThreatDetection"
"tr06649","Danger Takes a Backseat"
"tr06650","Deadly Hug"
"tr06651","EvilStepmother"
"tr06652","How Much Did You Hear?"
"tr06653","InherentlyFunnyWord"
"tr06654","My Car Hates Me"
"tr06655","Neck Snap"
"tr06656","NotTheFirstVictim"
"tr06657","Ominous Legal Phrase Title"
"tr06658","Pre-Mortem One-Liner"
"tr06659","Private Eye Monologue"
"tr06660","Suicide Pact"
"tr06661","Sympathetic Inspector Antagonist"
"tr06662","Tricked Into Signing"
"tr06663","Woobie"
"tr06664","Cruel to Be Kind"
"tr06665","Haunted House Historian"
"tr06666","Hell Is That Noise"
"tr06667","Mood-Swinger"
"tr06668","Mr. Exposition"
"tr06669","Nosy Neighbor"
"tr06670","Terrible Ticking"
"tr06671","YouCanSeeThatRight"
"tr06672","Irish Priest"
"tr06673","Alliterative List"
"tr06674","Are You Pondering What I'm Pondering?"
"tr06675","I Need a Freaking Drink"
"tr06676","Metaphorically True"
"tr06677","What Could Possibly Go Wrong?"
"tr06678","Artistic License  Astronomy"
"tr06679","Destination Defenestration"
"tr06680","Harmless Freezing"
"tr06681","Human-to-Werewolf Footprints"
"tr06682","Instant Thunder"
"tr06683","Rampage from a Nail"
"tr06684","Amputation Stops Spread"
"tr06685","Before and After Pictures"
"tr06686","Claustrophobia"
"tr06687","Doomed Hurt Guy"
"tr06688","LanguageFluencyReveal"
"tr06689","Madden Into Misanthropy"
"tr06690","Small, Secluded World"
"tr06691","Anti-Christmas Song"
"tr06692","Artistic License  Geography"
"tr06693","BigSisterInstinct"
"tr06694","Bully Bulldog"
"tr06695","Christmas Songs"
"tr06696","Crappy Holidays"
"tr06697","Despite the Plan"
"tr06698","Gag Echo"
"tr06699","GuileHeroine"
"tr06700","HalloweenTrickery"
"tr06701","Not Listening to Me, Are You?"
"tr06702","PracticallyDifferentGenerations"
"tr06703","Public Secret Message"
"tr06704","Redhead in Green"
"tr06705","Time to Move"
"tr06706","Tomboy with a Girly Streak"
"tr06707","Visible Boom Mic"
"tr06708","I Just Want to Be Beautiful"
"tr06709","Parental Neglect"
"tr06710","Lame Comeback"
"tr06711","Touché"
"tr06712","A Match Made in Stockholm"
"tr06713","Arab Oil Sheikh"
"tr06714","Badass Native"
"tr06715","Camp Follower"
"tr06716","Faux Interracial Relationship"
"tr06717","Final Love Duet"
"tr06718","Get Back in the Closet"
"tr06719","HonorRelatedAbuse"
"tr06720","Opening Chorus"
"tr06721","The General's Daughter"
"tr06722","The Native Rival"
"tr06723","Calling Card"
"tr06724","Connect the Deaths"
"tr06725","HollywoodBoardGames"
"tr06726","Lights Off, Somebody Dies"
"tr06727","Away in a Manger"
"tr06728","Continuity Snarl"
"tr06729","Frothy Mugs of Water"
"tr06730","Give the Baby a Father"
"tr06731","Patient Childhood Love Interest"
"tr06732","Spoiler Cover"
"tr06733","Stepping Out for a Quick Cup of Coffee"
"tr06734","Too Many Babies"
"tr06735","While You Were in Diapers"
"tr06736","Blood Oath"
"tr06737","Hook Hand"
"tr06738","Talk Like a Pirate"
"tr06739","Airstrike Impossible"
"tr06740","Belly-Scraping Flight"
"tr06741","Buzzing the Deck"
"tr06742","Nose Art"
"tr06743","Someone to Remember Him By"
"tr06744","That's an Order!"
"tr06745","Thirty Seconds Over Tokyo"
"tr06746","WarComesHome"
"tr06747","America Saves the Day"
"tr06748","And That's Terrible"
"tr06749","Assumed Win"
"tr06750","Ivy League for Everyone"
"tr06751","The White House"
"tr06752","CompanyCameo"
"tr06753","Medium Blending"
"tr06754","Mistaken Age"
"tr06755","Pep-Talk Song"
"tr06756","AdvanceNoticeCrime"
"tr06757","Barefoot Suicide"
"tr06758","Bee Bee Gun"
"tr06759","Black Cap of Death"
"tr06760","Censored Title"
"tr06761","ConclusiveConfession"
"tr06762","Crapsaccharine World"
"tr06763","Crying Wolf"
"tr06764","Devour the Dragon"
"tr06765","DistractAndDisarm"
"tr06766","EverybodyDiesEnding"
"tr06767","Everybody's Dead, Dave"
"tr06768","Fake Nationality"
"tr06769","Final Girl"
"tr06770","Fingertip Drug Analysis"
"tr06771","ForgedLetter"
"tr06772","Fridge Horror"
"tr06773","Good Is Not Nice"
"tr06774","GuiltInducedNightmare"
"tr06775","GuiltRepression"
"tr06776","Haunted Heroine"
"tr06777","IndirectSerialKiller"
"tr06778","InsistsOnBeingSuspected"
"tr06779","Interface Spoiler"
"tr06780","Last Survivor Suicide"
"tr06781","Limited Wardrobe"
"tr06782","LiteralSplittingHeadache"
"tr06783","Locked Room Mystery"
"tr06784","Lost in Translation"
